Resident_ID,USMLE_Step_1,USMLE_Step_2,USMLE_Step_3,Age,Gender,VSITE_Score_1,VSITE_Score_2,VSITE_Score_3,VSITE_Score_4,VSITE_Score_5,VQE_Pass
515,Pass,228,232,27,Female,451,433.0,427.0,433.0,437.0,0.0
3,Pass,218,235,32,Female,439,449.0,450.0,463.0,,
662,Pass,217,231,35,Female,441,428.0,431.0,436.0,447.0,1.0
13,Pass,218,220,33,Male,411,415.0,420.0,426.0,441.0,1.0
45,Fail,218,249,30,Female,435,439.0,453.0,461.0,,
56,Pass,218,238,27,Female,446,451.0,454.0,469.0,483.0,1.0
505,Pass,214,232,30,Male,425,444.0,,,,
14,Fail,216,238,30,Female,435,436.0,446.0,433.0,,
294,Pass,218,232,27,Male,445,457.0,458.0,472.0,480.0,1.0
295,Pass,218,253,32,Male,416,426.0,,,,
449,Pass,218,242,26,Female,413,415.0,431.0,436.0,,
452,Pass,218,228,30,Male,432,446.0,458.0,474.0,,
473,Fail,218,254,28,Male,400,415.0,424.0,417.0,404.0,0.0
506,Pass,218,241,35,Female,412,420.0,422.0,440.0,448.0,1.0
519,Pass,227,240,32,Male,457,,,,,
1226,Pass,215,219,33,Female,416,436.0,448.0,,,
530,Fail,213,227,31,Female,445,437.0,442.0,,,
762,Pass,218,245,35,Female,412,415.0,430.0,436.0,442.0,1.0
787,Pass,218,246,27,Female,405,419.0,425.0,431.0,448.0,1.0
808,Pass,218,245,33,Female,448,468.0,473.0,488.0,499.0,1.0
388,Pass,216,214,28,Female,445,425.0,436.0,439.0,,
94,Pass,213,238,28,Male,434,443.0,435.0,436.0,445.0,0.0
1185,Fail,218,251,28,Male,414,432.0,421.0,438.0,450.0,0.0
1207,Fail,218,252,30,Female,407,426.0,428.0,420.0,440.0,0.0
103,Pass,217,255,35,Female,449,451.0,,,,
1392,Pass,218,237,34,Female,444,457.0,477.0,486.0,495.0,1.0
41,Pass,220,238,34,Female,432,438.0,447.0,434.0,444.0,1.0
1448,Pass,218,262,33,Male,413,420.0,,,,
1813,Pass,217,238,30,Male,428,437.0,439.0,457.0,,
1538,Pass,218,230,32,Male,425,435.0,443.0,448.0,,
995,Fail,216,225,27,Male,429,437.0,445.0,454.0,,
225,Pass,220,214,30,Female,437,439.0,450.0,438.0,442.0,1.0
1686,Pass,217,213,26,Male,434,441.0,427.0,446.0,461.0,0.0
1606,Fail,218,238,34,Female,434,449.0,458.0,467.0,,
1607,Pass,218,216,34,Female,404,408.0,411.0,424.0,441.0,1.0
1645,Fail,218,246,31,Male,422,438.0,453.0,473.0,474.0,1.0
1654,Pass,218,252,32,Female,435,424.0,438.0,454.0,461.0,1.0
1732,Pass,218,236,35,Male,410,411.0,429.0,449.0,467.0,1.0
1763,Pass,218,220,35,Male,400,415.0,419.0,430.0,436.0,1.0
1773,Pass,218,245,33,Female,432,448.0,449.0,461.0,471.0,1.0
377,Pass,225,199,26,Male,455,444.0,433.0,435.0,445.0,1.0
1893,Pass,218,214,27,Male,413,,,,,
960,Pass,213,243,32,Male,445,452.0,,,,
1990,Pass,218,229,34,Male,427,443.0,448.0,449.0,462.0,1.0
12,Pass,219,214,33,Male,444,461.0,462.0,482.0,488.0,1.0
386,Pass,219,229,29,Female,413,,,,,
401,Fail,219,242,33,Female,421,426.0,427.0,441.0,448.0,1.0
711,Pass,218,226,28,Female,438,441.0,452.0,436.0,447.0,0.0
467,Pass,219,248,27,Female,407,409.0,,,,
484,Pass,219,243,33,Male,432,435.0,438.0,442.0,449.0,1.0
541,Pass,219,219,28,Female,430,431.0,451.0,466.0,472.0,1.0
617,Pass,219,252,28,Female,437,439.0,441.0,,,
729,Pass,219,259,27,Female,418,423.0,425.0,432.0,451.0,1.0
758,Pass,219,254,35,Male,412,428.0,440.0,451.0,,
772,Pass,219,220,35,Female,418,419.0,436.0,445.0,455.0,1.0
857,Fail,219,248,28,Male,421,434.0,449.0,464.0,480.0,1.0
913,Pass,219,247,30,Male,430,438.0,440.0,460.0,480.0,1.0
921,Pass,219,260,33,Female,435,454.0,459.0,469.0,485.0,1.0
1052,Pass,219,240,31,Female,408,427.0,443.0,459.0,475.0,1.0
1579,Fail,218,215,32,Female,447,453.0,,,,
1101,Pass,219,250,31,Male,420,426.0,435.0,442.0,461.0,1.0
1105,Pass,219,241,33,Male,444,,,,,
1118,Pass,219,226,28,Female,436,440.0,448.0,449.0,,
1147,Fail,219,233,27,Male,400,410.0,,,,
1148,Fail,219,232,26,Female,432,443.0,457.0,462.0,472.0,1.0
1176,Pass,219,262,35,Male,448,453.0,461.0,,,
1219,Fail,219,227,26,Male,421,430.0,449.0,453.0,472.0,1.0
1248,Fail,219,212,28,Male,437,452.0,454.0,463.0,469.0,0.0
1258,Pass,219,224,31,Male,410,423.0,432.0,435.0,436.0,1.0
1365,Pass,219,232,28,Male,402,421.0,425.0,439.0,,
1380,Pass,219,227,29,Female,444,462.0,470.0,475.0,491.0,1.0
1632,Fail,220,248,32,Male,420,439.0,,,,
1512,Pass,217,246,33,Female,439,446.0,452.0,430.0,450.0,0.0
1602,Pass,219,233,26,Male,425,,,,,
1662,Pass,219,221,30,Male,408,421.0,439.0,440.0,441.0,1.0
1551,Pass,222,220,27,Male,453,,,,,
1774,Pass,219,222,32,Female,441,454.0,466.0,,,
1842,Fail,219,217,34,Female,432,437.0,445.0,454.0,457.0,1.0
1971,Pass,224,250,28,Male,453,458.0,,,,
908,Pass,213,218,29,Male,429,445.0,436.0,451.0,468.0,0.0
107,Pass,216,231,29,Female,440,434.0,439.0,453.0,467.0,0.0
1910,Pass,219,221,28,Female,410,,,,,
1961,Pass,219,223,27,Male,426,433.0,440.0,443.0,,
1,Pass,220,222,31,Female,408,409.0,,,,
1952,Pass,217,235,28,Female,435,449.0,444.0,445.0,463.0,0.0
8,Pass,218,226,29,Female,444,424.0,440.0,456.0,474.0,0.0
1741,Pass,219,240,29,Male,437,453.0,448.0,451.0,,
434,Pass,227,227,33,Male,462,457.0,459.0,,,
222,Fail,220,248,32,Male,427,440.0,443.0,451.0,459.0,1.0
1169,Pass,229,224,34,Male,463,440.0,,,,
1530,Fail,214,233,30,Female,442,454.0,464.0,477.0,480.0,1.0
273,Pass,220,215,29,Female,426,446.0,450.0,465.0,480.0,1.0
282,Pass,220,212,28,Female,420,428.0,446.0,453.0,456.0,1.0
1772,Pass,223,233,31,Male,458,440.0,435.0,453.0,470.0,1.0
394,Pass,220,227,30,Male,446,465.0,,,,
450,Fail,220,257,34,Male,434,443.0,458.0,465.0,477.0,1.0
492,Pass,220,221,27,Female,401,404.0,411.0,427.0,446.0,1.0
603,Pass,220,260,35,Male,410,420.0,434.0,452.0,460.0,1.0
644,Fail,220,256,29,Male,405,408.0,417.0,435.0,439.0,1.0
655,Pass,220,246,30,Female,435,450.0,465.0,482.0,,
671,Pass,220,245,31,Male,418,421.0,428.0,445.0,,
477,Pass,227,228,27,Male,465,442.0,462.0,449.0,,
812,Pass,220,206,34,Female,436,450.0,458.0,463.0,470.0,1.0
871,Pass,220,281,28,Male,422,,,,,
878,Pass,220,241,35,Female,418,,,,,
1885,Pass,229,213,33,Female,467,460.0,435.0,441.0,457.0,1.0
1577,Fail,218,225,33,Male,443,450.0,461.0,481.0,491.0,1.0
1206,Pass,220,247,34,Female,413,418.0,432.0,433.0,446.0,1.0
1411,Pass,220,227,31,Female,443,446.0,459.0,468.0,,
1578,Pass,220,238,26,Male,447,448.0,466.0,483.0,498.0,1.0
1587,Pass,220,225,28,Female,431,445.0,463.0,466.0,485.0,1.0
1498,Pass,229,225,31,Female,459,436.0,449.0,458.0,459.0,1.0
1755,Pass,220,232,33,Male,405,,,,,
1825,Pass,220,226,32,Female,422,433.0,450.0,451.0,,
457,Pass,221,218,28,Male,462,,,,,
75,Fail,221,228,30,Female,488,503.0,512.0,525.0,539.0,1.0
136,Pass,221,229,27,Male,478,491.0,496.0,500.0,517.0,1.0
156,Fail,221,232,27,Female,480,481.0,488.0,464.0,468.0,0.0
228,Fail,221,241,26,Female,483,459.0,479.0,497.0,499.0,0.0
289,Pass,221,258,28,Male,478,489.0,498.0,514.0,534.0,1.0
318,Pass,221,252,29,Male,467,,,,,
1328,Pass,221,238,31,Female,468,445.0,439.0,449.0,,
811,Pass,228,246,32,Female,464,446.0,464.0,,,
264,Fail,214,231,27,Female,443,445.0,462.0,468.0,,
167,Pass,218,231,33,Female,448,,,,,
586,Pass,221,253,32,Male,496,,,,,
597,Pass,221,231,35,Male,462,,,,,
605,Pass,221,219,28,Female,478,,,,,
607,Fail,221,230,35,Male,454,459.0,470.0,482.0,499.0,1.0
719,Pass,221,246,35,Female,495,500.0,501.0,506.0,524.0,1.0
764,Pass,221,241,31,Male,499,501.0,508.0,528.0,531.0,1.0
966,Pass,226,231,32,Male,462,437.0,455.0,462.0,468.0,1.0
849,Pass,221,227,35,Male,471,477.0,491.0,509.0,,
874,Fail,221,238,28,Female,474,493.0,512.0,524.0,535.0,1.0
883,Pass,221,222,32,Male,485,,,,,
903,Pass,221,220,31,Male,495,511.0,512.0,,,
937,Fail,221,235,34,Female,469,470.0,485.0,497.0,507.0,1.0
1194,Pass,221,226,35,Female,456,461.0,463.0,470.0,445.0,1.0
968,Pass,221,252,31,Female,454,472.0,486.0,,,
1015,Pass,221,236,28,Male,468,478.0,490.0,501.0,,
1043,Pass,221,232,34,Male,474,,,,,
1122,Pass,221,228,32,Male,496,501.0,503.0,,,
1019,Pass,223,237,30,Female,458,441.0,447.0,,,
588,Fail,227,249,34,Male,462,469.0,447.0,,,
1841,Pass,221,240,30,Female,451,437.0,,,,
1289,Fail,221,226,35,Female,452,466.0,472.0,483.0,,
1780,Pass,229,245,32,Female,478,453.0,466.0,445.0,457.0,1.0
1355,Pass,221,227,30,Female,490,,,,,
1310,Pass,230,220,32,Female,453,471.0,455.0,460.0,462.0,1.0
1442,Pass,221,226,35,Male,494,507.0,517.0,537.0,545.0,1.0
1502,Pass,221,243,33,Female,455,467.0,473.0,489.0,494.0,1.0
303,Pass,224,220,30,Male,451,471.0,,,,
1630,Pass,221,241,28,Female,492,,,,,
1697,Fail,221,229,35,Female,451,459.0,465.0,484.0,490.0,1.0
1725,Fail,221,228,28,Female,491,494.0,511.0,500.0,506.0,0.0
1707,Pass,222,250,29,Female,456,448.0,464.0,467.0,468.0,1.0
1075,Pass,219,238,32,Female,447,,,,,
1943,Pass,221,235,34,Male,465,472.0,492.0,503.0,518.0,1.0
1245,Pass,227,250,30,Male,467,443.0,,,,
1956,Pass,221,248,29,Male,484,504.0,513.0,531.0,537.0,1.0
1965,Pass,221,256,28,Male,452,462.0,475.0,490.0,492.0,1.0
38,Fail,222,232,32,Male,464,481.0,,,,
43,Pass,222,211,27,Male,459,471.0,475.0,490.0,,
85,Fail,222,255,26,Female,484,486.0,493.0,508.0,526.0,1.0
87,Pass,222,248,26,Female,460,477.0,485.0,503.0,504.0,1.0
111,Fail,222,252,35,Male,482,495.0,503.0,504.0,522.0,1.0
964,Pass,214,240,33,Female,444,,,,,
269,Pass,222,218,30,Male,471,490.0,510.0,513.0,,
319,Pass,222,237,34,Female,473,492.0,494.0,510.0,,
814,Pass,225,223,30,Female,473,478.0,454.0,446.0,454.0,1.0
57,Fail,223,257,30,Male,490,475.0,461.0,437.0,443.0,1.0
372,Pass,222,227,31,Male,488,503.0,518.0,527.0,542.0,1.0
403,Pass,222,222,26,Female,462,471.0,488.0,,,
445,Fail,222,206,30,Male,463,481.0,483.0,497.0,500.0,1.0
485,Fail,222,234,34,Female,492,511.0,,,,
548,Pass,222,234,34,Male,497,511.0,527.0,537.0,540.0,1.0
674,Pass,222,219,28,Male,464,474.0,481.0,485.0,,
1955,Pass,221,243,32,Female,482,457.0,463.0,451.0,,
736,Pass,222,249,33,Male,453,471.0,473.0,487.0,502.0,1.0
1163,Fail,223,234,35,Female,455,463.0,471.0,459.0,460.0,1.0
792,Pass,222,229,31,Male,486,504.0,517.0,,,
810,Fail,222,229,33,Male,476,487.0,505.0,525.0,538.0,1.0
850,Pass,222,242,29,Female,459,468.0,484.0,494.0,514.0,1.0
851,Pass,222,196,27,Female,491,499.0,517.0,530.0,537.0,1.0
856,Pass,222,270,35,Female,488,493.0,,,,
436,Pass,224,245,32,Female,454,471.0,452.0,,,
887,Pass,222,223,35,Male,465,485.0,496.0,506.0,,
1627,Pass,217,240,27,Male,434,450.0,468.0,486.0,473.0,1.0
963,Pass,222,233,27,Male,476,496.0,504.0,,,
1029,Pass,222,254,34,Female,487,503.0,514.0,524.0,540.0,1.0
1057,Pass,222,246,28,Male,493,495.0,496.0,505.0,,
1064,Fail,222,215,35,Female,458,462.0,474.0,494.0,512.0,1.0
823,Pass,229,222,32,Male,452,463.0,473.0,466.0,457.0,1.0
367,Pass,222,227,33,Male,498,,,,,
1351,Fail,222,244,31,Female,478,484.0,,,,
1367,Pass,222,255,32,Female,453,468.0,481.0,489.0,,
1386,Pass,222,235,33,Male,458,462.0,482.0,497.0,502.0,1.0
1415,Pass,222,224,31,Male,495,511.0,519.0,526.0,539.0,1.0
561,Pass,215,219,29,Male,444,459.0,471.0,472.0,,
1454,Pass,222,218,28,Female,478,495.0,504.0,511.0,,
1486,Pass,222,246,29,Male,486,492.0,510.0,527.0,534.0,1.0
1494,Pass,222,266,31,Male,461,464.0,482.0,491.0,,
1821,Pass,224,236,30,Female,466,472.0,451.0,462.0,,
1510,Pass,222,233,32,Female,471,485.0,491.0,494.0,513.0,1.0
576,Fail,213,232,35,Male,443,,,,,
911,Pass,222,227,26,Male,452,,,,,
1751,Fail,221,234,26,Female,478,453.0,458.0,472.0,456.0,1.0
1786,Fail,222,244,32,Female,497,479.0,480.0,496.0,504.0,0.0
481,Pass,221,217,35,Male,469,449.0,455.0,,,
1851,Pass,222,239,32,Female,477,484.0,491.0,504.0,,
158,Pass,225,228,30,Male,453,469.0,450.0,470.0,476.0,1.0
1988,Pass,222,236,31,Female,455,474.0,476.0,496.0,513.0,1.0
30,Pass,223,247,33,Female,465,467.0,,,,
1080,Pass,226,257,29,Female,451,456.0,,,,
80,Fail,223,230,27,Female,453,469.0,473.0,491.0,497.0,1.0
344,Pass,222,250,27,Male,463,472.0,450.0,463.0,475.0,1.0
214,Pass,223,207,35,Female,453,471.0,485.0,488.0,505.0,1.0
215,Pass,223,236,27,Male,494,503.0,510.0,,,
1705,Pass,228,230,26,Female,454,463.0,480.0,460.0,,
272,Fail,223,227,34,Male,492,502.0,,,,
285,Pass,223,223,26,Male,466,471.0,483.0,485.0,501.0,1.0
1992,Pass,223,240,28,Male,462,469.0,473.0,454.0,,
1901,Pass,222,234,26,Male,462,463.0,471.0,,,
493,Pass,223,226,34,Male,494,510.0,512.0,526.0,,
592,Pass,223,238,29,Male,474,481.0,497.0,513.0,526.0,1.0
600,Pass,223,255,31,Male,483,487.0,490.0,499.0,501.0,1.0
629,Pass,223,251,31,Male,475,494.0,512.0,,,
361,Pass,215,240,28,Female,450,466.0,476.0,,,
840,Pass,228,225,32,Female,456,476.0,,,,
181,Pass,227,239,34,Male,463,468.0,457.0,472.0,,
1130,Pass,224,236,34,Female,470,458.0,464.0,467.0,,
775,Pass,223,200,29,Male,457,459.0,468.0,481.0,,
785,Pass,223,276,28,Female,498,505.0,507.0,516.0,524.0,1.0
789,Pass,223,204,33,Female,489,497.0,509.0,521.0,536.0,1.0
1165,Pass,213,247,32,Female,440,459.0,474.0,,,
1696,Pass,225,243,29,Female,459,465.0,,,,
932,Pass,223,202,30,Female,456,475.0,493.0,496.0,,
183,Fail,227,222,26,Female,482,472.0,447.0,464.0,,
1010,Pass,223,233,35,Female,479,499.0,516.0,519.0,538.0,1.0
722,Fail,222,243,33,Female,463,,,,,
1022,Pass,223,224,33,Male,483,488.0,494.0,500.0,,
1121,Pass,223,214,28,Female,470,476.0,484.0,,,
1641,Pass,223,247,32,Female,456,469.0,453.0,472.0,,
1451,Pass,223,228,35,Male,486,499.0,518.0,,,
1469,Fail,223,230,33,Female,495,513.0,521.0,525.0,534.0,1.0
589,Pass,218,228,27,Female,449,467.0,457.0,475.0,494.0,1.0
1737,Fail,223,244,31,Female,494,501.0,515.0,525.0,,
1754,Fail,223,215,26,Male,493,513.0,529.0,535.0,548.0,1.0
125,Pass,230,240,29,Female,465,473.0,479.0,463.0,,
1848,Fail,223,220,33,Female,473,485.0,492.0,493.0,498.0,1.0
902,Pass,224,220,32,Female,468,483.0,459.0,462.0,473.0,1.0
1068,Pass,230,259,30,Female,466,470.0,478.0,457.0,474.0,1.0
1650,Pass,224,249,31,Female,453,468.0,463.0,474.0,,
157,Pass,224,243,31,Female,497,506.0,514.0,531.0,545.0,1.0
189,Fail,224,229,27,Male,481,492.0,,,,
239,Pass,224,257,32,Male,494,502.0,521.0,,,
514,Fail,226,221,28,Female,459,460.0,476.0,478.0,473.0,1.0
169,Pass,226,250,27,Male,466,483.0,459.0,465.0,477.0,1.0
1500,Pass,225,259,35,Female,451,465.0,,,,
350,Pass,224,227,29,Male,454,460.0,476.0,,,
1093,Pass,229,214,32,Female,453,469.0,479.0,481.0,,
379,Pass,224,239,35,Female,474,479.0,498.0,518.0,524.0,1.0
1421,Pass,221,236,34,Female,474,485.0,475.0,470.0,452.0,1.0
487,Pass,224,241,33,Female,491,504.0,521.0,,,
535,Pass,224,246,35,Male,476,,,,,
566,Pass,224,226,27,Female,457,464.0,476.0,477.0,494.0,1.0
647,Fail,224,214,34,Female,455,460.0,480.0,482.0,490.0,1.0
793,Pass,224,233,30,Female,499,505.0,523.0,538.0,551.0,1.0
889,Pass,224,238,32,Male,477,488.0,500.0,513.0,514.0,1.0
909,Pass,223,239,33,Male,462,450.0,466.0,485.0,,
907,Fail,224,228,27,Female,479,483.0,484.0,498.0,509.0,1.0
940,Pass,224,214,30,Female,492,503.0,514.0,,,
1003,Pass,224,208,35,Male,469,484.0,,,,
767,Pass,229,217,28,Female,461,463.0,469.0,487.0,477.0,1.0
723,Fail,214,235,32,Female,444,463.0,479.0,490.0,,
1060,Pass,224,229,26,Male,486,504.0,518.0,521.0,,
1895,Pass,224,242,29,Female,463,,,,,
1152,Fail,224,222,31,Female,498,503.0,514.0,528.0,,
1154,Fail,224,227,33,Male,490,496.0,506.0,513.0,,
1499,Pass,227,202,31,Male,469,480.0,481.0,458.0,475.0,1.0
1170,Pass,224,218,30,Female,459,460.0,466.0,468.0,471.0,1.0
1191,Pass,224,225,30,Female,482,,,,,
224,Fail,227,253,31,Male,451,463.0,476.0,490.0,484.0,1.0
1231,Pass,224,262,34,Female,489,507.0,517.0,523.0,524.0,1.0
1268,Fail,224,227,33,Female,481,486.0,505.0,507.0,516.0,1.0
1400,Pass,224,240,29,Female,483,487.0,491.0,502.0,507.0,1.0
430,Fail,225,228,32,Female,464,459.0,465.0,,,
1199,Pass,224,222,29,Male,474,,,,,
1450,Pass,224,214,30,Male,476,493.0,500.0,501.0,517.0,1.0
1458,Pass,224,231,31,Female,462,467.0,475.0,,,
1467,Pass,224,239,35,Female,459,478.0,495.0,512.0,524.0,1.0
1590,Pass,224,258,31,Male,462,470.0,479.0,486.0,500.0,1.0
1610,Pass,224,236,35,Female,480,485.0,,,,
1539,Fail,229,217,30,Female,453,471.0,,,,
1149,Pass,228,246,33,Female,463,476.0,,,,
1739,Pass,224,226,32,Male,464,474.0,477.0,485.0,,
1762,Pass,230,243,31,Female,475,489.0,479.0,458.0,471.0,1.0
1817,Fail,224,223,31,Female,496,502.0,,,,
1819,Pass,224,216,33,Female,499,504.0,521.0,541.0,554.0,1.0
756,Pass,223,239,26,Male,460,,,,,
1836,Pass,224,229,27,Female,479,491.0,503.0,507.0,517.0,1.0
339,Pass,230,204,26,Female,454,,,,,
1040,Pass,227,241,34,Female,475,456.0,474.0,479.0,,
1945,Pass,224,242,29,Male,455,471.0,,,,
17,Fail,226,228,28,Female,465,456.0,475.0,486.0,,
1782,Pass,225,225,32,Female,482,465.0,469.0,473.0,493.0,1.0
49,Pass,225,233,31,Male,484,488.0,502.0,507.0,,
54,Pass,225,238,27,Male,459,466.0,471.0,481.0,,
76,Pass,225,237,27,Male,459,477.0,487.0,490.0,502.0,1.0
109,Pass,225,232,34,Male,499,518.0,527.0,532.0,535.0,1.0
135,Fail,225,233,35,Female,483,488.0,489.0,503.0,512.0,1.0
1559,Pass,228,235,35,Female,470,482.0,463.0,482.0,,
173,Pass,225,228,29,Male,454,466.0,468.0,485.0,501.0,1.0
182,Fail,225,227,31,Male,472,492.0,506.0,,,
209,Pass,225,222,35,Female,465,469.0,488.0,497.0,499.0,1.0
1926,Fail,225,222,28,Male,482,462.0,470.0,481.0,488.0,1.0
311,Pass,225,236,35,Male,486,506.0,515.0,528.0,534.0,1.0
334,Pass,225,238,29,Male,452,458.0,,,,
62,Pass,228,239,29,Male,477,465.0,469.0,481.0,,
439,Fail,223,230,32,Female,471,464.0,470.0,484.0,495.0,1.0
503,Fail,225,211,31,Female,494,500.0,505.0,520.0,534.0,1.0
524,Pass,225,266,34,Male,464,483.0,494.0,500.0,,
544,Pass,225,226,31,Female,458,475.0,481.0,498.0,506.0,1.0
1865,Pass,224,226,30,Female,478,,,,,
692,Pass,226,239,26,Male,461,476.0,477.0,488.0,,
709,Fail,225,249,33,Female,496,499.0,515.0,534.0,,
737,Pass,225,223,33,Male,461,473.0,481.0,482.0,,
786,Pass,225,230,26,Male,474,486.0,489.0,509.0,518.0,1.0
799,Pass,225,204,28,Male,452,461.0,468.0,483.0,488.0,1.0
773,Pass,227,245,31,Male,472,484.0,485.0,487.0,462.0,1.0
830,Pass,225,219,29,Female,460,466.0,474.0,478.0,497.0,1.0
866,Pass,225,210,31,Male,463,482.0,497.0,,,
1037,Fail,225,268,26,Female,479,483.0,500.0,514.0,533.0,1.0
1048,Fail,225,235,33,Male,470,488.0,506.0,509.0,,
1062,Fail,225,251,29,Female,496,,,,,
1113,Pass,225,234,32,Female,455,473.0,480.0,486.0,,
1124,Fail,225,234,30,Male,498,515.0,529.0,,,
1184,Fail,225,241,27,Female,485,486.0,500.0,506.0,519.0,1.0
1287,Fail,225,217,29,Female,470,472.0,487.0,499.0,,
1315,Pass,225,225,35,Female,488,500.0,502.0,516.0,536.0,1.0
1533,Pass,228,255,32,Female,469,475.0,464.0,482.0,,
1481,Pass,225,264,27,Female,483,485.0,496.0,513.0,531.0,1.0
1483,Pass,225,236,32,Female,460,473.0,492.0,501.0,513.0,1.0
1491,Pass,225,229,32,Male,456,470.0,485.0,,,
1849,Pass,228,221,28,Male,483,,,,,
1637,Fail,225,266,30,Female,493,497.0,,,,
1661,Pass,225,234,26,Female,470,478.0,485.0,488.0,495.0,1.0
1412,Pass,224,227,35,Female,470,458.0,478.0,487.0,500.0,1.0
753,Fail,223,231,32,Male,473,462.0,480.0,495.0,484.0,1.0
1796,Fail,225,233,33,Female,477,482.0,491.0,498.0,517.0,1.0
1840,Pass,225,226,31,Female,500,503.0,510.0,,,
1855,Pass,225,214,26,Female,462,464.0,467.0,481.0,488.0,1.0
1906,Pass,225,229,27,Male,477,487.0,499.0,511.0,517.0,1.0
258,Fail,224,256,30,Male,465,479.0,473.0,481.0,496.0,1.0
795,Fail,230,233,30,Male,466,475.0,478.0,495.0,,
1939,Pass,225,254,28,Female,468,483.0,485.0,496.0,512.0,1.0
1998,Fail,225,217,33,Male,460,467.0,474.0,487.0,498.0,1.0
1525,Pass,221,222,35,Male,467,477.0,489.0,494.0,,
124,Fail,226,238,31,Female,498,517.0,532.0,550.0,551.0,1.0
66,Pass,221,226,32,Female,482,483.0,472.0,482.0,483.0,1.0
1472,Pass,229,241,27,Female,474,476.0,483.0,,,
220,Pass,226,208,33,Female,497,516.0,518.0,529.0,,
288,Pass,226,238,35,Male,477,485.0,498.0,,,
331,Pass,226,245,31,Male,465,467.0,474.0,491.0,,
404,Pass,226,240,32,Female,494,495.0,510.0,516.0,517.0,1.0
1178,Pass,222,207,30,Female,456,475.0,491.0,483.0,498.0,1.0
217,Fail,223,263,33,Female,482,459.0,477.0,488.0,499.0,1.0
498,Pass,226,251,31,Male,453,457.0,462.0,473.0,484.0,1.0
221,Pass,225,199,32,Female,478,486.0,471.0,478.0,495.0,1.0
536,Pass,226,225,27,Male,453,459.0,,,,
1680,Pass,229,228,34,Female,466,483.0,491.0,,,
325,Fail,230,224,33,Male,474,466.0,484.0,487.0,,
680,Pass,226,239,29,Female,479,495.0,,,,
1832,Pass,222,233,32,Female,485,479.0,481.0,488.0,477.0,1.0
1023,Pass,224,232,33,Male,465,,,,,
776,Fail,226,247,33,Male,466,479.0,498.0,504.0,508.0,1.0
777,Fail,226,235,30,Female,464,477.0,495.0,499.0,500.0,1.0
778,Pass,226,253,32,Male,467,470.0,485.0,488.0,502.0,1.0
730,Fail,223,235,30,Male,467,484.0,492.0,475.0,493.0,1.0
834,Fail,226,244,26,Female,497,507.0,516.0,527.0,542.0,1.0
835,Pass,226,206,34,Male,453,466.0,470.0,481.0,493.0,1.0
836,Pass,226,236,26,Male,499,504.0,509.0,,,
1026,Pass,224,216,29,Male,476,486.0,498.0,473.0,478.0,1.0
899,Pass,226,245,30,Female,474,491.0,467.0,484.0,496.0,1.0
1393,Pass,229,237,33,Female,478,462.0,474.0,492.0,,
1053,Pass,226,240,32,Male,462,481.0,493.0,501.0,,
1063,Pass,229,230,33,Male,470,490.0,469.0,485.0,499.0,1.0
938,Pass,227,253,29,Female,465,,,,,
1140,Pass,226,225,34,Male,462,474.0,,,,
1261,Pass,226,254,26,Male,490,,,,,
1290,Fail,226,249,35,Female,492,507.0,526.0,,,
1342,Pass,226,241,28,Female,460,,,,,
1347,Fail,226,231,26,Female,488,489.0,509.0,528.0,533.0,1.0
1377,Pass,226,274,28,Male,481,485.0,500.0,507.0,,
1571,Pass,226,235,27,Male,451,463.0,480.0,487.0,494.0,1.0
1618,Fail,226,230,31,Male,484,486.0,491.0,,,
1600,Fail,227,242,26,Male,476,481.0,473.0,483.0,502.0,1.0
1794,Pass,226,237,31,Female,491,501.0,520.0,533.0,,
1925,Pass,226,209,35,Male,499,,,,,
1949,Pass,226,210,31,Male,455,475.0,484.0,504.0,,
1958,Pass,226,244,28,Male,474,486.0,506.0,522.0,524.0,1.0
16,Pass,227,226,28,Male,474,484.0,494.0,502.0,520.0,1.0
117,Pass,227,231,30,Female,492,506.0,517.0,527.0,529.0,1.0
120,Pass,227,219,29,Male,498,503.0,520.0,536.0,552.0,1.0
145,Pass,227,212,31,Male,480,486.0,496.0,513.0,528.0,1.0
151,Pass,227,234,31,Female,498,503.0,505.0,523.0,,
630,Pass,223,241,29,Male,466,476.0,490.0,504.0,481.0,1.0
488,Fail,229,226,29,Male,473,479.0,487.0,495.0,,
1230,Pass,229,249,33,Female,464,477.0,,,,
1916,Pass,229,222,29,Female,465,482.0,494.0,503.0,480.0,1.0
249,Pass,227,242,35,Male,463,472.0,486.0,494.0,498.0,1.0
308,Pass,227,246,34,Male,473,476.0,480.0,,,
387,Pass,227,225,32,Male,492,504.0,517.0,,,
423,Pass,227,254,32,Female,500,515.0,521.0,,,
1117,Pass,227,260,27,Female,483,484.0,493.0,479.0,,
470,Pass,227,241,27,Female,488,503.0,521.0,526.0,529.0,1.0
1271,Pass,227,254,34,Male,478,492.0,478.0,488.0,,
768,Pass,237,231,26,Male,511,491.0,476.0,468.0,,
543,Pass,227,208,33,Male,497,514.0,524.0,,,
1505,Pass,222,228,28,Female,479,465.0,480.0,492.0,,
606,Pass,227,231,29,Male,476,485.0,492.0,511.0,529.0,1.0
1453,Pass,228,261,30,Female,497,483.0,471.0,483.0,493.0,1.0
642,Pass,227,237,32,Female,500,511.0,521.0,529.0,536.0,1.0
750,Fail,227,236,32,Female,467,469.0,473.0,475.0,,
